Date (UTC+2:00),Token,Type,Price (CZK),Amount,Total value (CZK),Fee,Fee Currency,Notes
2025-01-22 11:28:00,ETH,buy,793446,0.007936,-6297,0,CZK,Stabilní růst
2025-01-22 16:16:00,ATOM,buy,946238,0.073433,-69485,0,CZK,Stabilní růst
2025-01-22 13:53:00,MATIC,sell,1750,0.044844,0,0,CZK,Optimalizace robota
2025-01-23 17:20:00,ATOM,sell,893179,0.068626,61192,0,CZK,Zisk
2025-01-23 21:17:00,XRP,buy,739557,0.090073,-66614,0,CZK,Zisk
2025-01-24 16:49:00,ATOM,sell,1233342,0.025605,31956,0,CZK,Stabilní růst
2025-01-24 11:05:00,ETH,sell,1311356,0.099017,129863,0,CZK,Stabilní růst
2025-01-24 14:16:00,BTC,sell,530882,0.016543,9135,0,CZK,Optimalizace robota
2025-01-24 15:30:00,BTC,sell,166045,0.048538,8134,0,CZK,Zisk
2025-01-24 17:55:00,DOGE,sell,776342,0.009077,7425,0,CZK,Stabilní růst
2025-01-24 10:44:00,ATOM,sell,188324,0.031162,5911,0,CZK,Optimalizace robota
2025-01-25 18:14:00,ETH,sell,1264892,0.061474,77763,0,CZK,Volatilita trhu
2025-01-26 13:50:00,LINK,buy,208015,0.051933,-10803,0,CZK,Optimalizace robota
2025-01-26 10:06:00,SOL,buy,828221,0.07006,-58025,0,CZK,Volatilita trhu
2025-01-27 22:08:00,TRX,sell,1172714,0.082803,97015,0,CZK,Zisk
2025-01-27 09:47:00,ETH,buy,1359320,0.003429,-4661,0,CZK,Automatický trade
2025-01-27 12:00:00,ETH,buy,1491508,0.011381,-16975,0,CZK,Optimalizace robota
2025-01-28 19:23:00,ATOM,sell,825518,0.090178,74556,0,CZK,Zisk
2025-01-28 08:31:00,LTC,sell,1443382,0.028288,40878,0,CZK,Ztráta
2025-01-28 11:34:00,TRX,buy,696432,0.012056,-8396,0,CZK,Zisk
2025-01-28 16:57:00,LTC,sell,136557,0.014273,2130,0,CZK,Korekce trhu
2025-01-29 21:58:00,LTC,buy,151484,0.003074,-466,0,CZK,Korekce trhu
2025-01-29 15:44:00,LINK,buy,909899,0.07704,-70099,0,CZK,Stabilní růst
2025-01-29 12:17:00,BNB,buy,314293,0.060271,-18943,0,CZK,Korekce trhu
2025-01-29 11:52:00,AVAX,sell,1145248,0.031112,35801,0,CZK,Volatilita trhu
2025-01-30 15:53:00,LTC,buy,359005,0.096491,-34641,0,CZK,Optimalizace robota
2025-01-30 21:46:00,DOT,sell,526493,0.045819,24037,0,CZK,Optimalizace robota
2025-01-31 08:34:00,SOL,buy,671570,0.020528,-13786,0,CZK,Volatilita trhu
2025-02-01 12:41:00,XRP,buy,1152418,0.059013,-68008,0,CZK,Automatický trade
2025-02-01 18:49:00,MATIC,sell,130943,0.032714,4627,0,CZK,Zisk
2025-02-01 22:51:00,ATOM,sell,522889,0.04084,21740,0,CZK,Ztráta
2025-02-01 12:29:00,DOT,buy,517714,0.086658,-44864,0,CZK,Korekce trhu
2025-02-01 18:24:00,BNB,buy,877813,0.083187,-73023,0,CZK,Zisk
2025-02-02 22:55:00,ADA,buy,378568,0.062055,-23492,0,CZK,Zisk
2025-02-02 16:22:00,LTC,buy,1270117,0.032891,-41775,0,CZK,Optimalizace robota
2025-02-02 20:34:00,XRP,buy,867527,0.008841,-7670,0,CZK,Zisk
2025-02-03 09:44:00,AVAX,sell,1482374,0.080931,119987,0,CZK,Ztráta
2025-02-03 15:50:00,ATOM,sell,797069,0.0216,17055,0,CZK,Automatický trade
2025-02-03 14:12:00,MATIC,buy,281383,0.04679,-13166,0,CZK,Stabilní růst
2025-02-03 18:30:00,MATIC,sell,830183,0.044855,37410,0,CZK,Korekce trhu
2025-02-04 14:05:00,LTC,sell,818739,0.01119,9283,0,CZK,Automatický trade
2025-02-04 09:57:00,AVAX,buy,791556,0.024421,-19331,0,CZK,Ztráta
2025-02-04 09:13:00,DOT,buy,997385,0.044646,-44529,0,CZK,Stabilní růst
2025-02-04 08:53:00,ATOM,buy,901243,0.054222,-48867,0,CZK,Korekce trhu
2025-02-04 18:15:00,BTC,buy,221216,0.05444,-12043,0,CZK,Zisk
2025-02-05 20:26:00,ATOM,buy,254189,0.053947,-13713,0,CZK,Stabilní růst
2025-02-05 13:41:00,ADA,buy,333396,0.057554,-19188,0,CZK,Optimalizace robota
2025-02-06 17:50:00,ADA,buy,1333379,0.099883,-133182,0,CZK,Zisk
2025-02-07 10:26:00,ADA,sell,727196,0.082812,60308,0,CZK,Optimalizace robota
2025-02-07 19:21:00,ADA,sell,313991,0.096817,30357,0,CZK,Stabilní růst
2025-02-07 10:27:00,DOT,buy,1050569,0.015625,-16415,0,CZK,Stabilní růst
2025-02-08 21:52:00,LTC,sell,910822,0.017246,15824,0,CZK,Volatilita trhu
2025-02-08 10:32:00,MATIC,buy,1456193,0.037232,-54217,0,CZK,Optimalizace robota
2025-02-08 22:43:00,DOT,buy,252321,0.010184,-2570,0,CZK,Automatický trade
2025-02-09 17:01:00,AVAX,sell,1173773,0.051797,61040,0,CZK,Korekce trhu
2025-02-09 19:23:00,XRP,buy,911727,0.088546,-80730,0,CZK,Automatický trade
2025-02-09 15:38:00,TRX,buy,790235,0.042759,-33790,0,CZK,Zisk
2025-02-09 12:38:00,XRP,sell,912538,0.026376,23877,0,CZK,Ztráta
2025-02-09 10:21:00,MATIC,sell,96830,0.021583,1940,0,CZK,Stabilní růst
2025-02-09 16:43:00,DOGE,buy,882363,0.09276,-81848,0,CZK,Optimalizace robota
2025-02-10 09:59:00,BTC,sell,491149,0.037999,18878,0,CZK,Stabilní růst
2025-02-10 14:35:00,AVAX,sell,810892,0.069137,56294,0,CZK,Volatilita trhu
2025-02-10 08:42:00,TRX,buy,543677,0.027185,-14780,0,CZK,Ztráta
2025-02-11 09:50:00,BNB,sell,666877,0.031955,21172,0,CZK,Korekce trhu
2025-02-11 12:43:00,BNB,buy,212859,0.051014,-10859,0,CZK,Automatický trade
2025-02-11 18:20:00,DOT,buy,773765,0.09121,-70575,0,CZK,Korekce trhu
2025-02-11 20:37:00,DOGE,sell,785992,0.051636,40461,0,CZK,Stabilní růst
2025-02-12 15:52:00,LINK,sell,1001971,0.068827,68881,0,CZK,Korekce trhu
2025-02-13 15:08:00,SOL,sell,378028,0.04935,18570,0,CZK,Optimalizace robota
2025-02-13 20:40:00,BTC,buy,1224707,0.024229,-29673,0,CZK,Volatilita trhu
2025-02-13 22:03:00,TRX,buy,695844,0.007583,-5277,0,CZK,Optimalizace robota
2025-02-13 17:12:00,BTC,sell,752484,0.093688,70354,0,CZK,Korekce trhu
2025-02-14 15:44:00,BNB,sell,1123604,0.050835,57083,0,CZK,Volatilita trhu
2025-02-15 13:28:00,ATOM,buy,115693,0.032297,-3737,0,CZK,Ztráta
2025-02-15 18:36:00,DOT,buy,103940,0.062358,-6481,0,CZK,Optimalizace robota
2025-02-15 13:01:00,ETH,sell,525390,0.086027,45234,0,CZK,Optimalizace robota
2025-02-15 21:29:00,LTC,buy,1482155,0.050264,-74499,0,CZK,Optimalizace robota
2025-02-15 20:07:00,ATOM,buy,161374,0.066987,-10810,0,CZK,Stabilní růst
2025-02-15 15:06:00,ATOM,buy,1495731,0.093587,-139981,0,CZK,Stabilní růst
2025-02-16 11:55:00,SOL,buy,996465,0.080595,-80310,0,CZK,Volatilita trhu
2025-02-17 11:19:00,ETH,buy,247258,0.01292,-3195,0,CZK,Korekce trhu
2025-02-17 10:48:00,TRX,sell,983145,0.052941,52134,0,CZK,Korekce trhu
2025-02-17 19:46:00,LTC,sell,585567,0.0305,18143,0,CZK,Stabilní růst
2025-02-18 13:43:00,BTC,sell,1396609,0.041161,57483,0,CZK,Ztráta
2025-02-18 09:52:00,TRX,sell,1285918,0.001016,1120,0,CZK,Volatilita trhu
2025-02-18 09:44:00,LINK,sell,914485,0.008427,7990,0,CZK,Korekce trhu
2025-02-18 10:56:00,TRX,buy,359143,0.047981,-17232,0,CZK,Stabilní růst
2025-02-19 19:13:00,TRX,buy,841556,0.071102,-59836,0,CZK,Automatický trade
2025-02-19 20:05:00,BTC,sell,1104802,0.048678,54139,0,CZK,Volatilita trhu
2025-02-19 09:02:00,LTC,buy,1422395,0.05821,-82798,0,CZK,Stabilní růst
2025-02-20 12:15:00,MATIC,buy,355601,0.09791,-34817,0,CZK,Volatilita trhu
2025-02-20 19:24:00,ETH,buy,1371274,0.04479,-61419,0,CZK,Stabilní růst
2025-02-20 10:18:00,TRX,buy,799686,0.069155,-55302,0,CZK,Stabilní růst
2025-02-21 08:43:00,BTC,sell,1156624,0.056894,65746,0,CZK,Volatilita trhu
2025-02-21 10:30:00,TRX,buy,1374439,0.055737,-76607,0,CZK,Automatický trade
2025-02-21 17:42:00,ETH,buy,1067581,0.073875,-78868,0,CZK,Ztráta
2025-02-21 14:49:00,LINK,buy,528521,0.054578,-28846,0,CZK,Stabilní růst
2025-02-21 16:23:00,BNB,sell,1280308,0.073361,94003,0,CZK,Korekce trhu
2025-02-22 14:45:00,MATIC,buy,1026613,0.039977,-41041,0,CZK,Volatilita trhu
2025-02-22 17:21:00,SOL,buy,1234748,0.002638,-3257,0,CZK,Ztráta
2025-02-23 13:05:00,DOGE,sell,340283,0.087849,30134,0,CZK,Ztráta
2025-02-23 13:47:00,BNB,buy,1410793,0.017843,-25173,0,CZK,Korekce trhu
2025-02-23 08:29:00,DOT,sell,1016745,0.032947,33562,0,CZK,Optimalizace robota
2025-02-23 15:06:00,BNB,sell,1208928,0.06583,79517,0,CZK,Zisk
2025-02-24 21:31:00,ETH,buy,711840,0.052387,-37291,0,CZK,Korekce trhu
2025-02-24 19:18:00,DOT,buy,522180,0.04888,-25524,0,CZK,Zisk
2025-02-24 15:19:00,MATIC,buy,225178,0.088266,-19876,0,CZK,Automatický trade
2025-02-24 12:21:00,DOT,buy,946734,0.039214,-37125,0,CZK,Stabilní růst
2025-02-25 16:48:00,ETH,sell,1385664,0.001498,2386,0,CZK,Volatilita trhu
2025-02-25 10:25:00,LTC,sell,565413,0.04249,23860,0,CZK,Optimalizace robota
2025-02-26 19:32:00,MATIC,buy,1409793,0.079795,-112494,0,CZK,Volatilita trhu
2025-02-27 12:42:00,BNB,buy,915014,0.042605,-38984,0,CZK,Optimalizace robota
2025-02-27 12:49:00,BTC,buy,1170965,0.017694,-20719,0,CZK,Automatický trade
2025-02-27 17:44:00,LTC,sell,42561,0.00582,500,0,CZK,Stabilní růst
2025-02-28 22:26:00,DOGE,buy,1240000,0.029988,-37185,0,CZK,Stabilní růst
2025-03-01 11:09:00,XRP,sell,196593,0.066788,13264,0,CZK,Zisk
2025-03-01 10:55:00,LTC,buy,1394120,0.057923,-80752,0,CZK,Optimalizace robota
2025-03-01 18:49:00,DOGE,sell,756019,0.059141,44959,0,CZK,Volatilita trhu
2025-03-01 18:52:00,TRX,buy,1181321,0.05886,-69533,0,CZK,Zisk
2025-03-02 19:28:00,DOGE,sell,627782,0.052063,33066,0,CZK,Volatilita trhu
2025-03-02 15:09:00,DOT,sell,1151218,0.022857,26690,0,CZK,Zisk
2025-03-02 19:57:00,DOGE,buy,995636,0.059924,-59662,0,CZK,Korekce trhu
2025-03-02 10:46:00,DOT,buy,300106,0.057062,-17125,0,CZK,Optimalizace robota
2025-03-02 09:49:00,MATIC,buy,50459,0.061245,-3090,0,CZK,Stabilní růst
2025-03-02 10:18:00,DOGE,sell,1147223,0.059532,68485,0,CZK,Stabilní růst
2025-03-03 09:26:00,MATIC,buy,722384,0.034762,-25112,0,CZK,Automatický trade
2025-03-03 15:42:00,ETH,sell,1316383,0.061141,80663,0,CZK,Zisk
2025-03-03 15:57:00,LINK,sell,497519,0.069529,34810,0,CZK,Zisk
2025-03-03 22:49:00,ETH,sell,645990,0.059242,38161,0,CZK,Volatilita trhu
2025-03-04 09:21:00,ADA,sell,1310623,0.059941,78673,0,CZK,Volatilita trhu
2025-03-05 18:50:00,MATIC,buy,996607,0.078057,-77792,0,CZK,Zisk
2025-03-05 15:16:00,MATIC,sell,879723,0.088475,78045,0,CZK,Automatický trade
2025-03-05 20:15:00,XRP,sell,1024679,0.007861,8198,0,CZK,Stabilní růst
2025-03-05 19:51:00,MATIC,buy,786332,0.072812,-57254,0,CZK,Stabilní růst
2025-03-05 22:54:00,MATIC,buy,596886,0.054382,-32460,0,CZK,Optimalizace robota
2025-03-06 17:13:00,MATIC,buy,159180,0.085616,-13628,0,CZK,Volatilita trhu
2025-03-06 15:55:00,SOL,sell,719593,0.016756,12281,0,CZK,Volatilita trhu
2025-03-06 20:02:00,BTC,sell,696432,0.039945,27990,0,CZK,Stabilní růst
2025-03-06 17:23:00,DOT,sell,1320930,0.009718,12948,0,CZK,Automatický trade
2025-03-07 17:44:00,ADA,sell,1096367,0.030511,33294,0,CZK,Volatilita trhu
2025-03-08 12:37:00,TRX,buy,759825,0.051686,-39272,0,CZK,Automatický trade
2025-03-08 10:26:00,MATIC,sell,1184815,0.091478,108255,0,CZK,Stabilní růst
2025-03-08 08:11:00,DOT,sell,1393208,0.062297,86620,0,CZK,Ztráta
2025-03-08 20:35:00,LTC,sell,169145,0.068407,11848,0,CZK,Korekce trhu
2025-03-08 22:07:00,AVAX,sell,1269946,0.072713,92545,0,CZK,Optimalizace robota
2025-03-09 19:31:00,MATIC,buy,821781,0.01578,-12968,0,CZK,Automatický trade
2025-03-10 22:57:00,XRP,buy,524765,0.072828,-38218,0,CZK,Stabilní růst
2025-03-10 09:08:00,BTC,buy,1282596,0.081051,-103956,0,CZK,Ztráta
2025-03-10 08:05:00,XRP,buy,937293,0.03094,-29000,0,CZK,Volatilita trhu
2025-03-10 12:59:00,DOT,buy,1217281,0.08043,-97906,0,CZK,Stabilní růst
2025-03-11 14:24:00,BTC,sell,1337337,0.040907,54774,0,CZK,Korekce trhu
2025-03-11 15:47:00,DOT,buy,878049,0.052046,-45699,0,CZK,Automatický trade
2025-03-11 10:38:00,SOL,sell,684225,0.089227,61306,0,CZK,Automatický trade
2025-03-11 16:42:00,MATIC,sell,215366,0.057247,12610,0,CZK,Stabilní růst
2025-03-11 09:29:00,ADA,sell,629933,0.036959,23641,0,CZK,Optimalizace robota
2025-03-11 09:05:00,TRX,sell,1219123,0.076567,93187,0,CZK,Zisk
2025-03-12 16:37:00,ATOM,buy,418350,0.085312,-35690,0,CZK,Automatický trade
2025-03-12 16:40:00,BNB,sell,198984,0.044767,8737,0,CZK,Optimalizace robota
2025-03-12 08:03:00,LTC,buy,1238787,0.034111,-42256,0,CZK,Ztráta
2025-03-12 12:24:00,SOL,sell,623717,0.049046,30484,0,CZK,Zisk
2025-03-12 14:35:00,TRX,sell,567697,0.079929,45489,0,CZK,Stabilní růst
2025-03-13 17:04:00,BTC,buy,983451,0.040465,-39795,0,CZK,Korekce trhu
2025-03-13 13:43:00,LTC,buy,127350,0.045075,-5740,0,CZK,Optimalizace robota
2025-03-13 19:39:00,SOL,sell,51548,0.059745,2985,0,CZK,Korekce trhu
2025-03-14 13:09:00,LTC,sell,675430,0.016667,11180,0,CZK,Korekce trhu
2025-03-14 08:56:00,MATIC,buy,207771,0.079828,-16586,0,CZK,Korekce trhu
2025-03-14 14:37:00,MATIC,sell,1321260,0.087284,115552,0,CZK,Zisk
2025-03-14 11:15:00,SOL,buy,1095569,0.05632,-61702,0,CZK,Ztráta
2025-03-14 18:08:00,BNB,buy,603954,0.026701,-16126,0,CZK,Automatický trade
2025-03-14 12:10:00,LTC,buy,1284074,0.058664,-75329,0,CZK,Ztráta
2025-03-15 20:27:00,AVAX,sell,770223,0.017118,13029,0,CZK,Automatický trade
2025-03-15 18:49:00,DOGE,sell,426968,0.096343,41114,0,CZK,Volatilita trhu
2025-03-15 14:30:00,TRX,sell,203281,0.084276,17512,0,CZK,Automatický trade
2025-03-16 22:10:00,AVAX,sell,146004,0.016387,2577,0,CZK,Korekce trhu
2025-03-16 09:10:00,MATIC,sell,988834,0.027063,26672,0,CZK,Optimalizace robota
2025-03-16 08:09:00,MATIC,sell,906974,0.054469,49306,0,CZK,Optimalizace robota
2025-03-16 22:23:00,ETH,buy,935162,0.008312,-7773,0,CZK,Optimalizace robota
2025-03-16 08:10:00,BNB,sell,245407,0.027907,6652,0,CZK,Zisk
2025-03-17 14:08:00,DOT,sell,810642,0.095386,77264,0,CZK,Automatický trade
2025-03-18 11:49:00,TRX,sell,77763,0.074635,5840,0,CZK,Optimalizace robota
2025-03-18 16:57:00,DOGE,buy,497663,0.073651,-36653,0,CZK,Stabilní růst
2025-03-18 19:40:00,SOL,sell,462459,0.008829,4154,0,CZK,Stabilní růst
2025-03-19 16:29:00,LINK,buy,700073,0.073437,-51411,0,CZK,Stabilní růst
2025-03-19 14:06:00,XRP,buy,1063224,0.078131,-83071,0,CZK,Optimalizace robota
2025-03-19 14:14:00,DOGE,sell,285432,0.067894,19185,0,CZK,Zisk
2025-03-19 21:56:00,DOGE,sell,679088,0.027386,18614,0,CZK,Ztráta
2025-03-19 14:05:00,DOT,buy,570150,0.025982,-14814,0,CZK,Optimalizace robota
2025-03-19 17:50:00,DOGE,sell,1374262,0.007231,10307,0,CZK,Stabilní růst
2025-03-20 11:53:00,LTC,buy,810935,0.03573,-28975,0,CZK,Ztráta
2025-03-20 12:12:00,ETH,buy,25651,0.069093,-1772,0,CZK,Korekce trhu
2025-03-20 19:57:00,ETH,buy,985861,0.023695,-23360,0,CZK,Zisk
2025-03-20 19:03:00,LTC,sell,108267,0.03572,3796,0,CZK,Korekce trhu
2025-03-21 21:57:00,ADA,buy,612689,0.035538,-21774,0,CZK,Zisk
2025-03-21 12:11:00,TRX,buy,230672,0.073426,-16937,0,CZK,Zisk
2025-03-22 08:45:00,ADA,buy,738149,0.01133,-8363,0,CZK,Optimalizace robota
2025-03-22 09:38:00,SOL,sell,357972,0.08356,30253,0,CZK,Korekce trhu
2025-03-22 18:00:00,TRX,buy,1039979,0.023189,-24116,0,CZK,Volatilita trhu
2025-03-23 11:22:00,LTC,buy,1387055,0.008003,-11101,0,CZK,Volatilita trhu
2025-03-23 11:19:00,TRX,sell,16794,0.048869,1207,0,CZK,Volatilita trhu
2025-03-23 11:31:00,BTC,sell,1466399,0.038964,57183,0,CZK,Zisk
2025-03-23 17:53:00,BTC,sell,324277,0.046711,15264,0,CZK,Volatilita trhu
2025-03-23 18:59:00,LINK,buy,464100,0.020834,-9669,0,CZK,Korekce trhu
2025-03-23 18:02:00,SOL,sell,55747,0.052955,2877,0,CZK,Volatilita trhu
2025-03-24 19:41:00,XRP,sell,1434855,0.096861,138853,0,CZK,Automatický trade
2025-03-24 11:59:00,MATIC,buy,529144,0.028258,-14953,0,CZK,Stabilní růst
2025-03-24 17:35:00,LINK,buy,1132532,0.052348,-59286,0,CZK,Ztráta
2025-03-24 12:40:00,BTC,buy,111174,0.048888,-5435,0,CZK,Volatilita trhu
2025-03-24 11:22:00,LTC,buy,492250,0.032131,-15816,0,CZK,Automatický trade
2025-03-25 08:00:00,DOGE,sell,179492,0.073994,13116,0,CZK,Ztráta
2025-03-25 22:49:00,TRX,sell,1105936,0.06763,74827,0,CZK,Ztráta
2025-03-25 21:49:00,DOT,sell,524901,0.042263,22477,0,CZK,Volatilita trhu
2025-03-25 20:19:00,ATOM,buy,558000,0.078301,-43692,0,CZK,Automatický trade
2025-03-26 17:28:00,DOT,sell,23323,0.001541,-13,0,CZK,Zisk
2025-03-26 10:22:00,XRP,sell,1051173,0.016064,16793,0,CZK,Zisk
2025-03-26 22:27:00,ETH,sell,1324194,0.08814,116539,0,CZK,Ztráta
2025-03-26 17:11:00,DOGE,buy,862204,0.046143,-39785,0,CZK,Zisk
2025-03-26 14:31:00,LINK,sell,1456509,0.075852,110590,0,CZK,Ztráta
2025-03-26 21:12:00,ATOM,buy,280899,0.077387,-21738,0,CZK,Ztráta
2025-03-27 09:29:00,BTC,buy,530108,0.07237,-38364,0,CZK,Ztráta
2025-03-27 13:16:00,BTC,buy,737219,0.076433,-56348,0,CZK,Automatický trade
2025-03-27 12:09:00,XRP,sell,1374923,0.028587,39582,0,CZK,Volatilita trhu
2025-03-27 17:59:00,TRX,sell,1177421,0.050488,59570,0,CZK,Volatilita trhu
2025-03-27 11:51:00,DOGE,sell,1088895,0.011904,13238,0,CZK,Automatický trade
2025-03-28 17:25:00,SOL,buy,1176930,0.053494,-62959,0,CZK,Korekce trhu
2025-03-29 14:49:00,AVAX,sell,38187,0.040957,1799,0,CZK,Optimalizace robota
2025-03-29 08:22:00,DOGE,buy,1281934,0.037426,-47978,0,CZK,Volatilita trhu
2025-03-29 14:27:00,DOT,sell,863870,0.056248,48462,0,CZK,Stabilní růst
2025-03-29 12:21:00,TRX,buy,1296441,0.064916,-84160,0,CZK,Zisk
2025-03-29 10:43:00,MATIC,sell,295146,0.046305,14062,0,CZK,Optimalizace robota
2025-03-30 15:41:00,LINK,sell,729163,0.055064,40003,0,CZK,Korekce trhu
2025-03-31 08:23:00,AVAX,buy,1154914,0.026699,-30835,0,CZK,Stabilní růst
2025-03-31 22:17:00,TRX,buy,47814,0.054476,-2605,0,CZK,Automatický trade
2025-03-31 10:55:00,BTC,sell,1324904,0.051429,68414,0,CZK,Ztráta
2025-04-01 20:43:00,LINK,sell,907794,0.066095,59947,0,CZK,Automatický trade
2025-04-01 10:19:00,SOL,sell,1213290,0.079688,96893,0,CZK,Ztráta
2025-04-02 14:41:00,BNB,sell,1166234,0.075694,88596,0,CZK,Korekce trhu
2025-04-02 16:56:00,MATIC,sell,177575,0.043858,8089,0,CZK,Automatický trade
2025-04-02 14:03:00,ATOM,sell,475452,0.089038,42474,0,CZK,Optimalizace robota
2025-04-02 20:16:00,BTC,sell,1444134,0.057791,83569,0,CZK,Optimalizace robota
2025-04-03 09:54:00,XRP,sell,516574,0.023983,12603,0,CZK,Ztráta
2025-04-03 12:53:00,ADA,sell,647952,0.022833,15047,0,CZK,Zisk
2025-04-03 18:14:00,LINK,sell,218542,0.033455,7196,0,CZK,Automatický trade
2025-04-04 22:44:00,DOT,sell,1225599,0.010505,13082,0,CZK,Automatický trade
2025-04-05 11:23:00,LTC,buy,1424217,0.097128,-138331,0,CZK,Optimalizace robota
2025-04-05 20:02:00,ADA,sell,659601,0.090931,60039,0,CZK,Zisk
2025-04-06 17:07:00,AVAX,sell,841151,0.071063,59809,0,CZK,Optimalizace robota
2025-04-06 17:23:00,AVAX,buy,717276,0.055402,-39739,0,CZK,Stabilní růst
2025-04-06 20:59:00,XRP,buy,782222,0.095405,-74628,0,CZK,Ztráta
2025-04-06 20:42:00,DOT,sell,296531,0.003051,1175,0,CZK,Volatilita trhu
2025-04-06 18:08:00,ADA,sell,487476,0.052139,25603,0,CZK,Optimalizace robota
2025-04-07 08:58:00,ETH,buy,1119842,0.040463,-45312,0,CZK,Volatilita trhu
2025-04-07 18:08:00,DOGE,buy,1298095,0.037018,-48053,0,CZK,Optimalizace robota
2025-04-07 11:58:00,ADA,buy,444071,0.090131,-40025,0,CZK,Stabilní růst
2025-04-08 12:31:00,LTC,sell,127975,0.088856,11565,0,CZK,Zisk
2025-04-08 22:48:00,SOL,sell,83407,0.066077,5832,0,CZK,Optimalizace robota
2025-04-09 08:15:00,DOT,sell,630501,0.043474,27554,0,CZK,Ztráta
2025-04-10 16:08:00,ADA,buy,1361376,0.07733,-105275,0,CZK,Stabilní růst
2025-04-10 16:01:00,ETH,sell,997550,0.022944,22775,0,CZK,Ztráta
2025-04-11 10:39:00,LTC,sell,343760,0.07833,27103,0,CZK,Ztráta
2025-04-12 16:21:00,LINK,buy,942364,0.085038,-80137,0,CZK,Volatilita trhu
2025-04-12 08:53:00,DOGE,sell,868129,0.048974,42393,0,CZK,Optimalizace robota
2025-04-12 17:22:00,ETH,sell,105436,0.041645,4379,0,CZK,Volatilita trhu
2025-04-12 19:36:00,XRP,sell,487388,0.093825,46120,0,CZK,Ztráta
2025-04-12 12:50:00,ADA,buy,514332,0.032984,-16965,0,CZK,Ztráta
2025-04-12 18:36:00,TRX,sell,270680,0.011091,3094,0,CZK,Korekce trhu
2025-04-13 08:00:00,BNB,buy,179475,0.013376,-2401,0,CZK,Automatický trade
2025-04-13 10:47:00,TRX,sell,748641,0.06293,47270,0,CZK,Stabilní růst
2025-04-13 10:47:00,AVAX,sell,265292,0.06812,18241,0,CZK,Stabilní růst
2025-04-13 20:03:00,LINK,buy,348840,0.031562,-11010,0,CZK,Optimalizace robota
2025-04-13 22:16:00,SOL,sell,1404076,0.096076,135280,0,CZK,Korekce trhu
2025-04-14 17:15:00,TRX,sell,936834,0.03361,31375,0,CZK,Volatilita trhu
2025-04-14 16:53:00,AVAX,sell,1124688,0.050993,57347,0,CZK,Zisk
2025-04-14 11:03:00,MATIC,sell,563752,0.085246,48337,0,CZK,Automatický trade
2025-04-15 20:50:00,MATIC,sell,1048949,0.027636,29238,0,CZK,Zisk
2025-04-15 17:47:00,DOT,sell,136725,0.058708,8003,0,CZK,Zisk
2025-04-15 20:42:00,ETH,sell,1385071,0.013293,18688,0,CZK,Zisk
2025-04-15 17:16:00,SOL,sell,1330848,0.058233,77811,0,CZK,Optimalizace robota
2025-04-15 09:17:00,LTC,buy,1200449,0.018756,-22516,0,CZK,Zisk
2025-04-16 14:25:00,ADA,sell,24528,0.078595,2088,0,CZK,Stabilní růst
2025-04-17 21:38:00,AVAX,buy,207908,0.029834,-6203,0,CZK,Korekce trhu
2025-04-17 22:48:00,SOL,buy,1267900,0.031611,-40080,0,CZK,Volatilita trhu
2025-04-17 17:19:00,ATOM,buy,530798,0.022268,-11820,0,CZK,Zisk
2025-04-18 09:24:00,LINK,sell,252215,0.045362,11571,0,CZK,Automatický trade
2025-04-19 17:54:00,SOL,sell,449072,0.054402,24317,0,CZK,Zisk
2025-04-19 12:49:00,AVAX,sell,470014,0.059887,28211,0,CZK,Optimalizace robota
2025-04-19 17:06:00,XRP,sell,744693,0.033961,25505,0,CZK,Korekce trhu
2025-04-19 14:19:00,ETH,buy,772615,0.055932,-43214,0,CZK,Optimalizace robota
2025-04-20 16:37:00,SOL,sell,1278217,0.002133,2895,0,CZK,Optimalizace robota
2025-04-20 11:54:00,ADA,sell,246865,0.007152,2067,0,CZK,Volatilita trhu
2025-04-21 14:16:00,AVAX,sell,1177309,0.056977,66943,0,CZK,Volatilita trhu
2025-04-21 09:21:00,ATOM,sell,670726,0.09132,61649,0,CZK,Stabilní růst
2025-04-22 08:48:00,LTC,buy,162399,0.052222,-8481,0,CZK,Ztráta
2025-04-22 17:12:00,BNB,buy,1069371,0.069633,-74464,0,CZK,Korekce trhu
2025-04-22 08:46:00,LINK,sell,459977,0.009073,4402,0,CZK,Stabilní růst
2025-04-22 22:12:00,ATOM,buy,392536,0.053179,-20875,0,CZK,Volatilita trhu
2025-04-23 17:34:00,ATOM,sell,950413,0.079217,75228,0,CZK,Korekce trhu
2025-04-24 10:01:00,DOGE,sell,1467599,0.099036,145578,0,CZK,Korekce trhu
2025-04-24 11:03:00,BTC,sell,1131209,0.05491,62493,0,CZK,Optimalizace robota
2025-04-24 12:13:00,DOGE,buy,600076,0.079016,-47416,0,CZK,Korekce trhu
2025-04-24 15:40:00,SOL,buy,1017221,0.031888,-32437,0,CZK,Volatilita trhu
2025-04-24 18:48:00,DOGE,buy,964504,0.003395,-3274,0,CZK,Ztráta
2025-04-25 11:58:00,DOT,buy,741237,0.061413,-45522,0,CZK,Stabilní růst
2025-04-26 11:19:00,LTC,sell,1064314,0.084401,89993,0,CZK,Korekce trhu
2025-04-26 18:14:00,ETH,buy,888016,0.087425,-77635,0,CZK,Ztráta
2025-04-26 12:34:00,ETH,buy,1186881,0.017763,-21083,0,CZK,Optimalizace robota
